"ID","Set","Category","Card Type","Level","Suggested Mode","Depth","Prompt","Design Treatment","Facilitator Note","Rationale"
"COU-14","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What is one apology you still remember from us?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Explores repair history."
"COU-15","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","What boundary would help us love each other better?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Reframes boundaries as care."
"COU-16","Couples Edition","Couples Edition","Expansion","Level 2","Conflict & Growth","High","When do you feel alone even when we are together?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Directly addresses loneliness inside closeness."
"COU-17","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Medium","What dream do you want us to protect together?","Rose Clay / Deep Teal","Suitable for early playtesting.","Future-facing intimacy."
"COU-18","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Medium","What kind of life are we quietly building?","Rose Clay / Deep Teal","Suitable for early playtesting.","Creates shared narrative."
"COU-19","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","Low","What is one adventure you want with me, big or small?","Rose Clay / Deep Teal","Suitable for early playtesting.","Light future planning."
"COU-20","Couples Edition","Couples Edition","Expansion","Level 2","Dreams & Desires","High","What part of your future do you want me to understand better?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Supports individual identity."
"COU-21","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","High","What are you afraid to want too much?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Deep desire and vulnerability."
"COU-22","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","Medium","What would make the next year feel meaningful for us?","Rose Clay / Deep Teal","Suitable for early playtesting.","Converts vision into time horizon."
"COU-23","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","Medium","What do you hope we never stop doing?","Rose Clay / Deep Teal","Suitable for early playtesting.","Protects rituals."
"COU-24","Couples Edition","Couples Edition","Expansion","Level 3","Dreams & Desires","High","What would a braver version of us choose?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Bold decision prompt."
"COU-25","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","High","What is a memory of us that changed how you saw me?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Story and perception."
"COU-26","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","What is a small moment from our beginning you still keep?","Rose Clay / Deep Teal","Suitable for early playtesting.","Nostalgic and tender."
"COU-27","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","When did we surprise ourselves as a pair?","Rose Clay / Deep Teal","Suitable for early playtesting.","Builds shared pride."
"COU-28","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","High","What is a hard season we handled better than we knew?","Rose Clay / Deep Teal","Best after trust has warmed up; passing is always allowed.","Resilience reflection."
"COU-29","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Low","What photo of us deserves a longer story?","Rose Clay / Deep Teal","Suitable for early playtesting.","Accessible memory cue."
"COU-30","Couples Edition","Couples Edition","Expansion","Level 3","Shared Memories","Medium","What should we thank our past selves for?","Rose Clay / Deep Teal","Suitable for early playtesting.","Closes with gratitude and continuity."
"TEA-01","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is one thing this team does really well?","Slate Teal / Cream","Suitable for early playtesting.","Starts with shared strength."
"TEA-02","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What helps you do your best work?","Slate Teal / Cream","Suitable for early playtesting.","Invites practical support."
"TEA-03","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What drains your energy faster than people realize?","Slate Teal / Cream","Suitable for early playtesting.","Builds empathy around capacity."
"TEA-04","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What kind of recognition feels meaningful to you?","Slate Teal / Cream","Suitable for early playtesting.","Improves appreciation rituals."
"TEA-05","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","What is a work value you refuse to outgrow?","Slate Teal / Cream","Suitable for early playtesting.","Surfaces principles."
"TEA-06","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Medium","When do you feel most trusted at work?","Slate Teal / Cream","Suitable for early playtesting.","Names trust conditions."
"TEA-07","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is a skill people on this team should ask you about?","Slate Teal / Cream","Suitable for early playtesting.","Maps hidden expertise."
"TEA-08","Teams Edition","Teams Edition","Expansion","Level 1","Teams","Low","What is one meeting habit you would happily retire?","Slate Teal / Cream","Suitable for early playtesting.","Useful and playful."
"TEA-09","Teams Edition","Teams Edition","Expansion","Level 1","Teams","High","What does psychological safety look like in a normal week?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Turns a concept into behavior."
"TEA-10","Teams Edition","Teams Edition","Expansion","Level 1","Teams","High","What do you need from teammates when pressure is high?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Supports stressful moments."
"TEA-11","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is something you find hard to say in work settings?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Invites brave communication."
"TEA-12","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one assumption people make about your working style?","Slate Teal / Cream","Suitable for early playtesting.","Clarifies collaboration."
"TEA-13","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","How do you prefer to receive hard feedback?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Improves repair and learning."
"TEA-14","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one decision this team should make more clearly?","Slate Teal / Cream","Suitable for early playtesting.","Focuses process improvement."
"TEA-15","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is one thing we should stop rewarding by accident?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Surfaces culture debt."
"TEA-16","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is a sign you are close to burning out?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Encourages prevention."
"TEA-17","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","What is one problem we are solving better than we used to?","Slate Teal / Cream","Suitable for early playtesting.","Builds momentum."
"TEA-18","Teams Edition","Teams Edition","Expansion","Level 2","Teams","High","What is a question this team avoids asking?","Slate Teal / Cream","Best after trust has warmed up; passing is always allowed.","Creates constructive tension."
"TEA-19","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Medium","Where do we overcomplicate things?","Slate Teal / Cream","Suitable for early playtesting.","Improves execution."
"TEA-20","Teams Edition","Teams Edition","Expansion","Level 2","Teams","Low","What would make handoffs between us smoother?","Slate Teal / Cream","Suitable for early playtesting.","Practical collaboration card."
"TEA-21","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is one small experiment this team should try?","Slate Teal / Cream","Suitable for early playtesting.","Turns talk into action."
"TEA-22","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","Who on this team helped you recently, and how?","Slate Teal / Cream","Suitable for early playtesting.","Creates visible appreciation."
"TEA-23","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Medium","What do you wish new people understood about this team?","Slate Teal / Cream","Suitable for early playtesting.","Useful onboarding insight."
"TEA-24","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is a team ritual worth protecting?","Slate Teal / Cream","Suitable for early playtesting.","Keeps positive culture alive."
"TEA-25","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","If this team ran a cafe together, who would do what?","Slate Teal / Cream","Suitable for early playtesting.","Playful role reflection."
"TEA-26","Teams Edition","Teams Edition","Expansion","Level 3","Teams","Low","What is one thing we could celebrate more often?","Slate Teal / Cream","Suitable for early playtesting.","Lightens team culture."
